,Rating,Reviews
1114,1.0,"Worst Bluetooth earphones ever. Go for BOULT anytime. Bluetooth connectivity fails even when you go 5 feet away from your cell. I remember using my Boult earphones from bedroom till hall without any problem. Sound breaks even when ur cell is in ur jeans back pocket. Worst battery backup..Boult kills boat here as well. I bet you will get a feeling or using wire earphones..bcz dts d max range it can perform average.
Do not buy and then regret."
1115,1.0,"I bought this product so that it is mainly for good base and sound quality but it is not satisfied when I am going for ......

I was using boult loop in ear deep bass comparison below.
1. Bolt has better bass effect and sound precision which boat does not..
2. Bass quality is low and zero only treble is high and loud sound.
3. Nothing for ₹1000 when it has been compared to others in this prize range."
1116,1.0,"I bought boat 255 rockerz in December 2018 and it's got non functional in 6 months flat, then I got it replaced and the replacement also got non functional again in 6 months period. So my experience with this earphone says this is product is good for 6 month only. Buy with care."
1117,2.0,"I have just ordered this headphone. Sound from the music apps and videos are good but on call it has a constant buzzing sound and CVC is ZERO. I thought to replace it but for some reason I couldn't. But still I felt to review it because I'm completely frustrated right now hearing all kind of complaints from those people whom I talk too through this earphone. It is not worth the price.
Please let me know if this issue comes under manufacturing defect and I still can exchange/return it."
1118,5.0,Good to opt for if you want a low range bluetooth earphones with long lasting battery life. Sound Quality is good though not as good as other models of Boats earphones. There's little bass. Bluetooth connectivity is impressive. And battery lasts for almost a day of normal usage and 5-6 hours of heavy usage. Only drawback is its very poor noise cancellation. You can't use it to talk on calls. Person on other side will hear all other surrounding sounds except your voice.
1119,4.0,"Nice earphone with super bass, good build quality with rich music experience. Thanks Amazon for quick delivery and amazing product. Will definitely recommend it."
1120,3.0,"The sound lag is much less and noise cancellation is great. I never had any issues with Bluetooth connectivity as I keep my phone in my hand or pocket when using it.
It doesn't hurt your ears if you wear it properly. The only problem I can see is the battery back up system. It has low battery capacity and after giving you the warning of low battery it hardly gives you 10 mins. So that's the only problem I face. So for me it's a good choice."
1121,3.0,"It's noise cancellation isn't very effective. U need to speak loudly for other party to hear your voice. Also, battery goes straight from 100 to 80% and theb to 60% in no time. After this just gives 3-4 warning within 5minutes of play and it'll go off. 60% battery means, it should hold at least for 30-40 mins but it doesn't. Good in terms of bass and sound quality. Overall it's an average product with lots of advertisement and marketing."
1122,5.0,"Product is very good, good sound quality specially bass,battery life is also ok but not very good..but this is not for daily basis use,i used till 2 months but the wire of that earphone got problem,it became onesided earphone...i used it for my workout and travell and it got problem in wire..so its not for daily basis work.life is very less of that earphone...if u are going to purchase that so think more according to ur usage...otherwise product is quality is very good but not have long life.."
1123,5.0,"I like the whole package(build quality, packaging, earbuds ,light weight, super comfy) the battery is good..it's all comes to the sound quality....for a Rs1200-1500 earphone it's too low....it's all bass...nothing but bass...nobody wants that much bass..used loads of other earphones..sound is too bassy...otherwise descent product"
1124,4.0,"Working well
Product quality is good and sound and bass is also very well
Bit of latency problem while playing game I experienced minor sound lag overall great during music and videos
Not really impressed with battery life, average battery life."
1125,3.0,"I was hoping for great BASS which is not easily found in most low to medium budget headphones, but disappointed with it :-( Sound clarity is excellent, but output is so sharp & piercing that it could damage your hearing if you do NOT remember to reduce the volume by at least 2 points before plugging in! Over all, it is okay for the price but I already have an over-the-ear Bluetooth headset from boAt that I love and hence expected similar sound quality."
1126,5.0,"writing after using it for more than 4 months.

At first lil disappointed due toh connectivity issue, many times it gets disturbance I believe could be bcos of frequency overlapping. But I want to talk about today's experience I am traveling for around 8 hrs now its incredibly working awsm, no battery issues, no connectivity issues, still 60% battery remains. I think its bcos of short distance range.
Earlier I used to take it everywhere hung up on my neck and it everytimes it took time to reconnect. So all in all happy with it now."
1127,4.0,"The product built quality is okays, not as good as Realme Bluetooth earbuds, & sound quality is also average. It has good bass effect but the vocals are submerged due to bass. It doesn't have Cristal clear sound like Sennheiser cx 180 or cx 213. I am returning the product as I am not enjoying listening music on it. Amazon service is great product got delivered within 2 days."
1128,3.0,"1st of all.. Good delivery after 4 days by amazon.
Sound quality is superb. 👌🏻
Bassline is mind blowing without distortion.
Highs are mid average..
Mids are ok.
VOLUME level is low.. I have to tweak to almost 95% for clarity..
WHY there is a SOUND DELAY when playing Games and VIDEOS ?
As a Pro DJ good BT earphones in this price compared to jbl .
Con's: no pouch provided . cable is quite tangling.
MUST BUY for BASS lovers."
1129,1.0,"The sound quality is acceptable from such a cheap pair but there is no proper noise cancellation. But the worst part is that the left earpiece has completely stopped working within 3 months!!
Theres 1 year warranty but no one responded to my request.
Dont waste money on it."
1130,5.0,"It is one of the best Bluetooth based wireless earphones currently available in the market. The battery backup usually lasts up to 8 hours of continuous music listening. Since it is in-ear design, hence noise cancellation is good, however, it lacks active noise cancellation, which I am sure is not present in any product of a similar cost.
Overall, it is a must buy and good to have."
1131,4.0,"I am totally satisfied with the sound quality, durability, noise cancellation mic and finally battery was awesome but as a bike rider I am not going to suggest this one as it doesn't fitting to our neck when we ride two wheeler.
When we r driving the band behind the neck is going back for air which is totally uncomfortable for user and pilon on the bike.
For my Samsung galaxy MAX through this bluetooth headphones i can't use Google assistant as I not supporting for my device, I am not sure this problem is for everyone or not"
1132,4.0,"The best part about this headphone is its sound quality, immersive and deep, way better than some of the more famous brands in this price range.
However, there are no other major features in the headphone, and it is a bit clunky (not user friendly) to use and the blue tooth connection is a bit iffy.
But if you just want to pay for the sound quality and not the frills, then this is an exceptionally good headphone"
1133,5.0,"Make sure your device volume is below 10%,before you connect to this sh* ,if not it blown up your👂.bass,bass,bass,bass,bass. Go for it. Good noise isolation. Before I'm using boat rockerz400. Little bit lake of treble compare to boat rockerz400. But bass is same."
1134,5.0,"My phone had speaker problem so when I try repairing it, the cost was around Rs.2000/- with no gurantee but buying this product at Rs.1500/- fulfilled my requirement and moreover comes with 1 year gurantee."
1135,3.0,"Except for the microphone which is really bad, it's a good buy if you are primarily buying it fit listening to music or watching videos on your phone.

If your usage is for attending regular calls and telephonic meetings, don't go for it!"
1136,3.0,"Hi all,
Im a regular customer of Amazon and like to do shopping in Amazon all the time but this time I was little dissapointed with this product "" Boat Rickerz""
Pros:Good price
Best build quality
Extreme Noise Cancellation
Good connectivity
Cons:
Major con and very crusial one... Other side caller receiving all the sounds clearly except my voice. Its irritating me lot.
If calling is not a major problem for you ,must buy item."
1137,4.0,"Nice product. The neckband which I received first worked one day and then it stopped working. I requested for replacement and their response is too good. Got the replaced piece the next day of the replacement request. Good service. Must try this one. If u have a budget of 2K + then go for boat rockers 275. At this range BOAT ROCKERS 255 IS THE BEST.
Thank u BOAT for such a great product👍✌. 🔥💕💯"
1138,4.0,"Bluetooth connection stability this device connects instantly but while jogging working out or on the move sometimes there is audio delay interruption which is unpredictable sometimes. If I'm using it with the phone in front of me it's awesome but if you want to enjoy music on the move or jogging etc this device will dissappoint you.
The battery% fluctuated.. It means at the time connection battery level was 50/60% after using it for 15/20 min in medium volume the battery gets down ivr response battery low and indicator goes totally red."
1139,1.0,"Poor customer service, bad quality of product, product will stop fucntioning after few months and when you will send this for replacement their customer service and support team will never send a replacement. You will see your case closed and they will keep the product with them... It's a total waste of money and time.. better go for any other brand who are providing better customer support and better quality of product."
1140,2.0,"With in fewdays of use, disconnecting automatically. And not working properly...waste of money...if we submit issue to the boat they're simply sending service center number...worst experience will never purchase boat"
1141,5.0,"It's really a good earphone. Amazon provided a great delivery, I got my product just on the next day of ordering it. I bought it for 1099 during the sales and I must say it is the best wireless earphone I have used. The functions, Battery life, audio quality everything is just awesome.
Ione drawback is that, boat is supposed to provide a carrying case with it. It's really risky to put it in the bag or somewhere else. Otherwise it's the best product."
1142,5.0,"Go for the headphones blindly if you are getting it below 1500. Such a awesome sound quality. Had been using it for almost 6 months and they are awesome I tell you. Best part it is not like most of the bass earphones who sound is not bearable. Just a con, when connected to two devices, say you are listening to music from computer and suddenly receive a call from phone then the voice is bit shaky. Also the range is too good for a earphone like this. Best one from Boats!!!!"
1143,3.0,"If only this the Bluetooth range was little better this would have been an excellent product.

I use thus headphone while running. When I kept my phone on zipped pocket on the back of my track I would often loose connectivity. I had to keep my phone either on my hand or front pocket which was quite inconvenient. I returned the first one but still same problem withbthe second one.

I also wish they’d provide a case for safekeeping."
1144,1.0,"Worthless product distorted sound, nice basss, fatela avaj, battery life was good at starting but after some days you need to recharge battery regular, when battery percentage was 60% or below it's behave like 0% and you need to recharge it, also sounds not good the coming from that little hole is like totally distorted."
1145,4.0,"Battery problem within few months. The earphones got heated whenever i plug them for charging & after few days faced quick battery drain issue as well.

Am giving 4 stars because of their replacement policy. They provide 1 year warranty period. So I raised a complaint in Boat website with the purchase invoice. They picked up my product, reviewed and replaced with a new one within 10 days. If it is a genuine fault, they are providing us with a new one, if it comes under warranty period"
1146,3.0,"Within the range of 1k,this one is good..! But on comparing it with mivi thunderbeat,I would go for mivi.
Cons :
you can't carry it in your pocket
It feels something is hanging to your neck
Not satisfied with the base
Bluetooth range is somehow okay

Pros:
Noise canceling is good
Sound is ok
Battery lasting: fabulous

Conclusion: average product"
1147,1.0,"Please don't buy boat product. you will get repair in below one year damn sure. Even if you try for warranty replacement it will takes at least 2 to 4 months approximately for replacement. customer care guys will never connect your call(if you have any doubt try to connect) and never reply to emails.
Noise cancellation n Bluetooth was not up to the mark.
As per my personal experience I'm suggesting you guys go for a product which have good customer support and quality products."
1148,3.0,"First things first
Headphone is very good...
Connenctivity is awesome...
Connects two devices simultaneously... If u r watching on one device and u receive a call on another then movie will get paused automatically...

The only complaint is call quality... I had received Almost 15 calls on the day when i used it for first time.. and almost all of them asked me to remove my headphones... Bcoz they couldn't listen my voice properly....

So consider this before.. overall ok.."
1149,5.0,"I have tried few other wireless earphones but beats coming from this one is great. It gives a good balanced sound and it is so comfortable that it can be used for long duration. Battery life is also good, battery is easily giving 5 6 hrs of backup. I only found one thing that can be better that it takes a while to charge the battery completely, 1.5/2 hrs for charging.
I have Boats wireless speaker also and that piece is also nice.
Go for it."
1150,4.0,Sound bass is very good feeling like home theater. Battery life is so so. Only 80 and 60% is showing battery life always when i use it 1 day next day it is showing 80% and 3rd day showing 60% after that when battery goes 0% not known. After 60% it can off but not alerting that battery is low.
1151,1.0,"This wireless headset stopped working after one month. I used it only in my home, so it was handled properly without any water or other kind of damages. Suddenly one day it stopped working but charging functionality was working perfect. This headset was fully charged still i can't power it on by pressing it's power button. In service centre they told me the internal IC is damaged anyhow so that's why it's not working."
1152,2.0,Bluetooth range is very low when compare with my Samsung Mono headset...I used for iPhone 6 but it’s not compatible with that in distance..it’s work for me within the room only. But other Mivi bluetooth earphones workin well...I feel it’s waste of money for IPhone 6 users...bcoz I used it only on iphone6
1153,1.0,"Worst Mic ever.
I have used many earphones and headphones earlier but this one is the worst when it comes to mic.
You won't be able to listen to the other person on call. Lot of noise it creates and they will be listening more of our surroundings.
Don't go for it.
But if you are stupid enough and only looking for a earphone which will serve your purpose of just listening music then go for it and make fool of yourself."
1154,4.0,"I am using it since last year I must say worth buying it. I have bought it for @ 999. Easy to carry, I personally use it in the gym during the workout and all the time when I travel from home to office."
1155,3.0,"While the product is cost effective, there are issues with the battery life. It says 6 hours but it just lasts for appx. 3 hours. Also it says 60% battery and then in a split second it starts to display battery low to 20%. This has been happening always. Decent sound quality for the price. Go for it only if you are looking for something cheap to use while it lasts."
1156,4.0,"I have been using for a few months now. It has a battery life of 4/5 hrs.
Good Bluetooth connectivity, sound quality.

The instrument is not tough for rough use. But if used carefully looks like it will last.

Good buy"
1157,1.0,Its not working now how can i return back
1158,3.0,"A couple of people I know have the same earphones and have absolutely no problem, but my earphones are not that great. When connected to the bluetooth, it randomly gets disconnected and sometimes it stays connected and the video keeps playing but the audio is not at all playing. Happened multiple times. Really unhappy with the performance of these earphones, I had expected a lot since I heard good reviews but never met the expectation."
1159,3.0,"This product is fine but noise cancellation is very poor on this device.
Sound: Bass is good vocals are not impressive.
Bluetooth connectivity is perfect.

Earbuds are not comfortable at all. I’ve already Lost my two buds. 🙁
It gets remove automatic. Need to pay attention on this everytime, otherwise you can also lost the earbuds like me."
1160,3.0,"It's okay kind of product, bass and sound quality is okay. Product is good but concern . How product price vary every day . One day 899 and other day 999 with same vendor apprio which is Amazon's subsidiary. What kind of joke Amazon is cracking."
1161,4.0,"It's good one..sound is much better den JBL..

But guys u need to work on battery life.. it's showing 6hrs ..

Bt battery don't complete the race of 6hrs"
1162,3.0,"No Noise cancellation makes it difficult to talk on call mic capturing too much of background noise, speaker is good"
1163,4.0,"Like:
Looks
Sound quality
Ease of connect.

Dislike:
No carry box provided
Poor packaging
Wires are lengthy

*Today i got the product but the box was broken and the product seems to be used one."
1164,1.0,"It's not a joke. It's just a scrap product . Don't know whether I received is a duplicate piece. Because I own boat rockers 600, which is a seamless product from boat. But this purchase irritated me alot and finally I returned it."
1165,5.0,Sound quality is awesome however noise cancellation needs some work. Blietooth connectivity is also seamless. Battery life is good. Using since last 15 days now. No fuss about carying your phone around when you are moving 20-25 feed
1166,1.0,Worst BT Earphone in 1.6K range. After 3-4 months it started Bluetooth connectivity issues. During 4th month left side earphone stopped working. It was understandable that sometimes electronics malfunction so i raised service request to boat service desk and they asked to ship back the earphone for repair. Now its been almost 3 weeks with no feedback nothing and no reply on mail. Customer care number is used to fool customers as no one will reply even if you are on HOLD for 30mins.
1167,5.0,"I give 5 star rating because the sound quality is so Cristal clear and the bass is extraordinary. The battery backup is suberb. The neck band is light weight, so you won't feel and the magnetic lock is so useful, so it won't drop from your neck. You have 1 year warranty so no need to worry expect physicall damage.

My personal experience my headset not working one side after 8 month usage. I got replacement under warranty within 15 days. So customer service is also good."
1168,4.0,"Good headphones for base lovers, though the mids and lows could have been better.
After around 10 month had issue with Bluetooth range and one side earphone stoped working. Under warranty got it replace but the replace process was very slow taking about 22 days."
1169,3.0,"Sound quality is good, noise cancellation is also reliable. The mic has issues, the other person on call always complains about my low volume & in most cases more background noise. After 6 months the right ear piece stopped working."
1170,2.0,"At the time I bought it in February this year, I gave it 5 stars because of its sound and style. But now I am changing it to 2 stars. Right Bud of this earphone stopped working suddenly 2 months back now even though I used it very carefully, I thought there would have been some mistake from my side. I got a replacement which took almost a month. Still no bad review from my side. But the Same Right bud stopped working again now even though I am using it carefully. So, decision to change my review."
1171,5.0,I hardly give product review but guys its superb..specially after using d product fr 4months suddenly oneday d bluetooth stoped pairing with any device...wrote a mail to cstomer service nd within 25days got today a new device..and so go fr it ..as many expendive devices doesnt give such nice service ....
1172,2.0,I purchased this like eight months ago. The ear phone is just unbearable now...it starts showing blue light the after 5 minutes of charging indicating that charge is complete but it can be used to play music for only 15 to 20 minutes after charging. Neither can I charge it nor can I use it. I don't know what to do. I am checking for warranty options now don't know how much of help can I expect.
1173,3.0,"Sound quality and noise cancellation is decent. Bluetooth connectivity is quick. Range is also very good.

Updated review... Battery life is very less. Worked only for 2 days in full charge."
1174,4.0,"I just brought it in last week, and to be very frank,it's really Awesome. Beyond my expectations.
Sound quality is like having your own personal home theatre,too clear and loud enough, you can listen every single bit of music.And coming to battery backup, they said it's 6hrs but it's more than that, for me it's working near about one and more."
1175,4.0,"Looks cool, Sound quality is good, battery drains very fast but charges fast as well, the ear lobes not very comfortable for long use, bluetooth connectivity is quite fast, the voice the man that talks while connecting and disconnecting is very irritating, connects easily with phone while on calls as well and very clear too"
1176,1.0,Awful product. Battery sucks big time. Worked only few days. Even charging for couple of hours. Battery stay for 5 min. Pathetic. Sound quality is good.
1177,1.0,"I bought a second pair of these after using the 1st pair for 6 months, before it conked off... Now the second one is also damaged. Works when plugged in so I am guessing there is a battery issue. Very sensitive ... If you keep it plugged in for more than 5 min after full charge, the battery gets damaged... Very disappointed"
1178,5.0,"On 24th sep the product was delivered and on 28th oct the right side earphone stopped working....even my two other friends bought for them.the same issue..

No physical damage happened but it stopped working..i recommend not to buy this peoduct...

This product is a failure
Almost most of them have same issue

On 28th nov visited service center, they replaced the product and gave a new working product...."
1179,4.0,Overall a good bluetooth earphone. Sound is good. A little more treeble sound could have added a star to the product. Still a better choice to go for and enjoy. Expectations were more but not unhappy too.
1180,3.0,Sound quality is average. Bass is below average... horrible experience using this. After 2hrs of usage ears starting paining... Bluetooth range is around 5ft only after that it fluctuate. Noise cancelling is good. Wires are bit longer so it looks ridiculous. and on using this earphone on above medium level of volume it lasts for around 3 hrs only... Overall please don't buy it go for other options with lighter weights of earphones.
1181,1.0,"Got defective piece. Voice during call was cracking. Buzzing noise continuously.
Dont purchase if you want to use for voice call.
I think seller is sending all the rejected pieces by customers."
1182,5.0,"Bass as promised. Water resistant as promised. Noise cancellation not as good as compared to Sony. If you're looking for a Bluetooth headset below 1000 go for it.
Can be used for sports activities as it sticks on the ear with the ear bud design.
Good for sport lovers."
1183,2.0,"Price is best.
Worst battery life.
Four years back, I purchased Nokia wireless earphone, which had option save battery when not working, but Boat don't have that yet in this earphones.
If you are using apple earphones, then you'll not like bass of this Boat earphones."
1184,3.0,"Pros

1. Product is durable during workouts and changing weather conditions
2. Has demonstrated good battery backup

Cons

1. Treble, bass and other tunnings doesn't take any effect on this product

Overall : The money paid would be of value if you're focus is same as the above pros and also should be in a position to compromise the music quality/feel to some extent."
1185,1.0,Do not order it .I have rcvd wrong item which is cheap 100 rs handsfree(Wired). Either vendor shipped it incorrectly or delivery boy stolen it but Great thing is Amazon says that they can not do any thing in this and as per them they shipped correct item and disconnected the call. Now i have left with that cheap earphone instead what i had ordered and paid for.
1186,5.0,"I was under confusion about the brand ""boat"" as most of us are habituated with Sony -senhiser-jbl etc.I gave a tried and very happy about the sound output you can go for it without hesitation.Super bass and treble as like senhiser.Small part need to check from boat company that is charging point of ear phone can be redesigned."
1187,2.0,"Dear Amazon Team,

Please note I had booked a Boat Rockerz Bluetooth earphones from Amazon, it received in intact condition and was working fine, but now it is not working at all.

When you plug in the charger the LED is working and earphones are working & as soon as the charger is removed the earphones stop working

Requesting you to kindly replace these earphones at the earliest

Awb: 221921225468
Regards,"
1188,4.0,"Great deal at 999 actually it's a steal at that price point i only wish they will release the next version with better features
Wishlist
*I wish the earphones will stop playing as soon as the magnet's are connected like one plus and will autoplay as soon as disconnect tgis is the only feature i wish it had
*Type-C usb charging
*Improved battery
*Improved sound quality"
1189,5.0,"First impressions with one day usage.

Pros :--
1. Extra Bass.
2. Battery (got around 8 hours from out of the box without charging even once)
3. Good connection.
4. Comfortable.

Cons :--

1. Build quality.
2. Wires are little bit long.

Go for it if you are looking at Bluetooth Earphones under 1.5k. I got it for 1,299/- rupees."
1190,3.0,the product is good but i am disappointed by the packaging the box of product looks damaged luckily the product is working what if it didn't than i would be denied refund or replacement blaming the damaged on me the movement i looked at the box i was scared hopeing that the product was working properly
1191,4.0,"Product do not last long on a single charge
Max duration after one charge is 100 minutes.
Sometime it gives you 4 hours backup.
In terms of quality, yes it is a nice good quality build product as we can expected from boat.
The charging percentage decreases in multiple of 20 (eg: 100, 80 , 40,) after 40 it start beeping to indicate to plugin the power source.
In this price rage you can't get any better then this product."
1192,2.0,"The product seemed good initially (including the design, weight balance, sound quality etc). However, within 15 days of use, it has started behaving funny as it gets disconnected after 30 minutes of use (even when mobile is in my pocket). So, I can't trust this Bluetooth earphone while taking official calls."
1193,4.0,Nice
1194,2.0,Sound coming off these seem imbalanced. The vocals seem to be in the background and the instruments in the foreground. Also can't run or jog wearing these as the part with the buttons keep hitting your collar bone.
1195,1.0,"Do not buy. Worst product. Stopped working for the second time.
Ordered it on 15th July, product was delivered on 16th.
One side of the earbud stopped working in first week of Oct 2019. Got it replaced from the company. For users information, company allows ine time replacement warranty.
Now since the product I use is already replaced earlier, the product is out of warranty.
Rs.999 I spent on this product is a complete loss to me."
1196,3.0,"The noice cancellation of this earphone is above all the earphones in this range
But for me it was not useful

Well..even after it comes with ear support..it doesn't fit my ear..comes out of the year as i make some movement..
Thus not meant for me.."
1197,4.0,"After using it for 2 weeks i felt like it's time to write a review about the product....
Pros:
sound quality is decent
Battery life is around 5 to 5:30 hours
Bass and noise cancellation are cool...so you can enjoy your music in all modes of traveling as well...
Cons:
So far I have found only one that is wire length is a bit more.
If they can provide adjustable wire length that should be fine."
1198,4.0,Good quality let's see hw many days it will work. Bt it doesn't fit n stay in my ears 😕 sound quality is good bt after connecting these to my ohn my normal hdphns r not connecting dn't knw wht hpnd
1199,4.0,"Its Almost 2 months since i am using this headset. Since last one week i am experiencig a small glich sort of problem with this one. Like if i am watching a video or movie it cancels itself and voice gets in normaly so i will have to reconnect it again. I am right now checking on the occurence again.

Overall the product is good. Flexible and comfy to carry around. Charge stays through out the day."
1200,1.0,"I have bought this recently and And after a month of use, the charging pin in the earphones got broke, and I am be able to charge it anymore. A fault with the manufacturing.
Bluetooth connectivity is super fast, you don't get to choose, some times glitchy.
Sound quality is good but can be better.
Noise Cancellation - okok
But about the Charging, it lasts not so long.
Not recommended."
1201,2.0,"PROS-
I GOT FOR JUDT 1K ON SALE
BASS IS GOOD
FOR PRICE OVERALL SOUND QUALITY IS DECENT
CON-
AT FRIST BATTERY LIFE IS GOOD AFTER USING FOR FEW WEEKS BATTERY LIFE STARTED DRAINING
IT AS SEVERAL CONNECTIVITY ISSUES SOMETIMES IT DISCONNECTS AUTOMATICALLY
AT MAX VOLUME SOUND WILL START DISTRACTING
COMES WITH LONG WIRES WHICH LOOKS WEIRD
DONT BUY THESE WIRELESS EARPHONE MORE THAN 1K"
1202,4.0,"The overall performance is worth the money... But what i wanted more was the buttons for the next song or to go back to the previous song...

Noise cancellation is good and every other mode of performance is good... Battery backup is great.....
Perfect product in all ways for the money spent...."
1203,1.0,Very poor quality.. good for listening music only. To make calls it's utter waste... The mike captures all noise around even 5-8 meters away.. so the other person on call can't hear anything clearly... Very much disappointed..
1204,1.0,"Just keeping my phone in my pocket resulted in lose of Bluetooth connectivity.
Maybe only my earphones had that defect.. others may not have to face it. Buy the product, us it for 2-3 days. If good keep it or else there's a return option in Amazon.
I've returned it though."
1205,2.0,This is my replacement order and facing same issue. Other person can't here my voice properly during the call via Bluetooth. They can only here background disturbance even i sit in room. Eco problem! Deciding to return and order some other brand. This is only good for music.
1206,2.0,Sound quality is not crystal clear...On high volume it's very bad...The microphone is very bad actually that doesn't have noise cancellation...when ever I take a call when there is little disturbance...They other person is not able to listen my voice but he's able to listen all the disturbances.I literally hate this.even I replaced but the same problem that means this product is not well built
1207,5.0,"This is my 2nd purchase and it works as advertise. For the price this is best what one can get. Good bass, don't ask for low as it's just a decent wireless sport earphones. good fit, has some extra pair ear buds."
1208,5.0,"Sound Quality- Awesome with great listening experience especially when you're working out.

Noise cancellation- Fine, but could've been better.

Moisture Wicking- Good enough to keep it unaffected.

Charging Chord- Too small, may be made so because it's compatible with any charger and they just had to keep a dummy.

Overall nice & useful as it clings to you through your workout session."
1209,4.0,"The product is super but it is not robust. The earphones does not last long. I bought it on Sep 2018 and replaced it since one earpiece was not working within 4 months of purchase. The customer support is excellent but it takes 20 days time for the overall process. Again after 9 months of puchase, one piece is again not working. Sound quality is awesome. One cons is there that while calling, the other person recieves the sound too loudly any it irritates the receiver."
1210,4.0,"Some times sond lags
Bass is good but could be better
It gives u premium feel
Very light weight,You have to handle with care
battery life is also good
NOTE: If you are purchasing it for playing PUBG mobile then dont purchase any of bluetooth earphones go for wired ones.You can see some videos to know more about PUBG gameplay with bluetooth earphone
At last posting some pics do check it out.😊🙏🙏🙏"
1211,4.0,I'd rate it 8 on 10. The sound is too bassy but u just need to tweak it in ur phone's equalizer and its good to go. I'd say its much better for watching movies than music. For the price its a major go!
1212,1.0,"Don't buy this product if you're using it on daily purpose, After few months headphones automatically stop working, They will replace your product no doubt about it but it happened with me twice and they give replacement two times but there service is very poor, If call customer service center no person will pick up the call , Rarely they give response to you and i got 2 time fault in my headphones and i am regretting now , Go for another headphones this one are useless"
1213,5.0,"Sound is good... Extra bass is really extra(more then necessary)...so it is a little bad...
But worse things are
1)mic quality and position are too bad
2)ear speakers are too heavy and design is somewhat that do not fit to each and everyone
3)there is nothing like noise cancellation...its just noise isolation
4) length of cords is too much....
Overall review👇
Boat produces better wired earphones then these"
1214,4.0,"Ill give you honest review about this earphone. Excellent performance. Battery life very good. You can use whole day. I ordered 3 at a time from myntra at 900rs. That's was a very amazing offer on it. 2 connection works perfectly. But sometimess it gets auto disconnect but again it gets connected. But this is a case of one of my earphone, not with every earphone. I have all three colours. I'llI recommend you to buy this, as at this price you will not find any better earphone. Overall value for money."
1215,2.0,"Sound quality is not so good and not so bad, I'd say average. Bass is good but not so strong with treble. But the main problem is the durability. In 3 months, battery started draining in an just an hour long usage and also phone calls stopped working. This is the second time I'm having a terrible experience with BOAT earphones, earlier with a different model. I'm really starting to think if they're worth it because of this durability concerns."
1216,3.0,I used this product for like 6 months. In between one side of its earphone stopped working but boat team is too responsive as they replaced this product with new one. Sound quality is good but if you want better quality would recommend for other product. Battery life is best even using for so much of time. But facing difficulties as there always some kind of issue happening again and again. Other then its fine if it is bought under sale.
1217,3.0,"+ves
Works very good for Bass. Sound is a bit low but still okay. Very clear sound. No disturbance at all.

-ves
The one I didn’t like is the design. It doesn’t fir in your ears properly. It keeps falling down from your ear. The rubber grip doesn’t hold the earphone in your ear. Should definitely be redesigned. Also the soft part of the wire is little long and looks weird when wearing."
1218,4.0,"I bought it for 999. Sound quality is really good and good grip on-ear. the battery life is approx 2 hour. Earphones quality is good with strong magnetic lock... Straps is good quality and the earphones wires are too good... Buttons quality is good.

overall a good earphone in under 1000."
1219,1.0,"The product got dysfunctional after a few days of purchase. Registered a complaint regarding the same and they opened a ticket for me. The ticket took a lot of days to resolve and finally they sent me a replacement. However, the replacement has a major defect associated with it's charging port. The original boat USB does not fit into the port rendering the earphones as good as dysfunctional. Highly disappointed with the product and the service."
1220,3.0,"I read somewhere that BoAt products lead to drop in pricing by JBL, Jabra and others. Now I know why. At much less cost the headset delivers. I am facing a problem in charging. Full 100% charge lasts easily for a day. But next day it shows 80% charge and after a while drops to 20%. I have never seen 75% or 40% charge, it is 100%, 80%, 20% and Off. Will update after contacting customer support."
1221,5.0,"I got it for 1000 which is great getting this earphones at this price is really great .
sound quality is also good , base is really good here , the quality of sound is also good
battery life: it last long for like 5-6 days for 1-2 hours per day usage ."
1222,2.0,"Audio quality is good. Voice is clear. But the main issue is with battery.
For my case battery shows 40% balance. As soon as I connect it for music battery % drop to 20% within 5 sec. And within next 45 sec device get off."
1223,3.0,Basic wireless headset with mic. Sound quality is average. Had expected good bass as its from boat.. but was disappointed with the bass as well as the sound quality which sounded artificial. Batter backup is good and also the make quality is good. A 3 star product.
1224,4.0,Got these@999rs.Noise cancellation is not as expected.and few days of usage the grippers with ear pieces broken. length is good and magnetic lock of both ear pieces is helpful for holding these around our neck while driving.
1225,5.0,"The best part of this WBH is, it gives a clear and a deep bass with a clear and ample output of treble. Built quality at the par. And Seriously it is for rigorous workout. And i bought for 999₹,which is totally worth(Value for money).
But a bluetooth range is a bit less which can be neglected in such a budgeted price range..(100-200 zada lele bhai bus bluetooth range badha de)!!!!"
1226,1.0,After 5 months left side of bluetooth is not working and as mentioned it is having warrenty of 1 year so contacted customer service for help to replace the product Didnt get any help from them .The reply from them was to contact manufacturer this is overall Amazon's responsibilty to resolve all this issue .It is not customers responsibilty to contact manufacturer for this issues.Dissatisfied with Amazon service. I will never recommend Amazon.
1227,5.0,"Overall The Product is best at a price below 1000 RS.

The ear supporters slide on the surface of earphones which make it comfortable (so it could fit in every ear) but annoying at the same time(earphone feels loose and get out of ear).

Sometimes when you connect it after any pre connected device the volume doesn't vary to maximum as I need to reconnect it.
(It could be a case with my phone only(Lenovo K8 Note) but worth to mention the fact."
